text,true_label,pred_label,confidence
actually i will admit i am a political junkie so this resonated with me but the erratic nature of m green yes i know what they did to her but the ending wa such a copout and totally inconsistent with the film itself why cannot barry l and crew just left u wondering what he wa going to do let u debate it instead they have this oh i am not worthy bullshit ending and it just show that when the chip were down it s better to leave the table instead of doubling down stop the disney ending and putting a bow on it life is not easy they should have had the courage to give the main character some backbone we had to listen to the rhetoric the entire movie and then it turned sniveling and the stupid inane behavior by m green when the crap wa out of her system just made for a ridiculous near end of the movie that wa icing on the cake,1,0,0.911978135394527
ernest save christmas is comedian ernest s christmas special film in this film ernest ha to find a successor to santa claus in order for christmas to continue along the way he meet a young girl who is a thief and who end up stealing something very important of santa s i will not tell you what that is you will just have to watch the film for yourself like most ernest film there is a lot of slapstick humor involved this film is probably one of ernest s best film it s funny and it ha some important lesson to learn regarding friendship and family and not being afraid to show love it s not the best christmas film around but it is a good one to get you in the christmas spirit it s a little bit sad that the film is a little dated now,0,1,0.9099642276081925
comanche moon had everything going for it for starter simon wincer s back a man who s name is synonymous with high quality tv western unfortunately the problem with moon are something even the most talented director could not solve a poor script based on a lackluster novel forget historical accuracy a any reader of the novel can tell you the biggest travesty in moon is that it s not even consistent with information from the original lonesome dove masterpiece so many wonderful rich moment in the miniseries and to an even greater degree the book are completely missing in moon considering the fact that most viewer of moon are probably coming with at least some sort of dove background the lack of character driven and emotional backstory is downright painful that said moon is one instance where the adapted version could and should have been altered to make it more suitable for the screen for example the novel moon focus largely on the comanche themselves to it credit the miniseries try to service the comanche but in the end it give them just enough that the viewer just get a sense they are missing out on some important part of the story similarly val kilmer s scull loses out here too the role should have either been expanded so kilmer and rachel griffith for that matter actually had something to do or the role should have just been reduced to smaller supporting part instead kilmer get top billing for a character that just leaf you scratching your head after his appearance in the completely bizarre final act there s strange moment throughout the film that just make no sense to those who have not read the book a killer parrot what further there is not a single scene that show u that call and mccrae are anything near the amazing texas ranger they claim to be not a single one of their expedition in moon or dead man s walk for that matter end successfully and call and mccrae just seem to blunder their way through one pointless mission after another frankly larry mcmurtry should never have been given the job of writing the script and only did so because of the praise surrounding that other cowboy movie brokeback mountain mcmurtry can write good novel although there s some dissension over the consistency of that statement but he s never exactly established himself a a scriptwriter this production would have benefited from not only bringing back director wincer but original screenwriter bill wittcliff to adapt the novel to screen witcliff doe not exactly have a mountainload of material to his screen writing credit but no one can deny he did a fantastic job at whittling down the original lonesome dove with all this said comanche moon is almost a brilliant production aided by a terrific cast that unfortunately just are not given enough to do steve zahn s portrayal of gu mccrae or rather his portrayal of robert duvall a gu mccrae is dead on and while some have criticized karl urban a woodrow call saying his performance doe not imitate the quiet stoic woodrow of the original movie all i can say is blame mcmurtry because mcmurtry is the one who both in the moon novel and now the miniseries turned woodrow from socially inept awkward but natural leader into some emotionless character whose line are just dull and whose character motivation are only clear if you have seen them portrayed far more adequately in the sequel still it s the cast that sparkle in moon to the degree that i left the miniseries with that same feeling of melancholy i felt watching the original lonesome dove this time because i realized it s probably the last time we will see these character appear on screen for a long long time to come and quite honestly this cast could have done so well in a well nurtured full blown network tv series all in all aside from wasted opportunity with the cast the biggest travesty is that the original lonesome dove novel contained so much rich backstory for the character that would have been fascinating utterly fascinating to see translated on screen unfortunately all that ha been tossed aside in favor of mcmurtry s tedious inconsistent and ultimately irrelevant prequel,1,0,0.9028870919844797
when the movie first started i thought cheesy the first ten minute were really boring after the slow beginning and some of the soap opera antic i started liking it the plot wa different than anything i had ever seen now wa it a horror not really it should not have been classied a a horror or the producer should have put more money into the movie to make it scary a it wa the creature where only there for a short time i can only assume this wa for money reason the good side wa that the movie wa very entertaining it held my interest after the start and did make me wonder about creature from another dimension it wa obvious that this wa a first time movie for the director but there were a couple of highlight by the end i wa hooked too bad hollywood did not put more money behind this,1,0,0.8961060444357077
right here we go you have probably read in previous review on this film that it is awful badly acted avoid at all cost well i suppose in some way this is true it is fair to say that you could not write a spoiler in this comment a there is no plot to spoil however there is a fine line between plain awful and absolutely hilarious and believe me this film is the latter the acting is so bad the plot so non existent and the ending so completely baffling it will have you laughing the whole way through there are scene in this film that take comedy to a new level do not expect an oscar winner but believe me for the small price you will pay for this disaster it is worth every penny,1,0,0.8918662733875697
another direct to video movie from disney that is essentially perfect for the kid the problem with kronk s new groove i find is that everything that made the first movie a fun great ride is replaced with a more sad and sombre film in this movie kronk learns a great deal of lesson at many others expense it take away much time that could be spent at creating a more enjoyable film kronk s new groove deal with two story yzma return for payback and one m birdwell hope to defeat kronk s camp counseling championship this all lead up to kronk confronting his father and his disapproval over his son s direction in life from lord of the ring to michael jackson s thriller kronk s new groove recycles every bit of time that it allows to entertain it viewer if you loved the original or are looking forward to the upcoming tv series about kuzco i recommend kronk to his loyal fan,0,1,0.8917705423593149
in the aftermath of september 11th in new york this drama about american firefighter wa conceived a a salute and tribute to their professionalism the story is told with a series of flashback where after firefighter jack morrison joaquin phoenix ha crashed through the floor of a burning building and only communicating with captain mike kennedy john travolta via the radio the flashback basically show how jack grows from being a recruit seeing kennedy a a father figure to being a firehouse legend of course in the present day jack s fellow firefighter are trying to reach him but they are too late and in the end he let them leave him and it forward to his funeral where he is praised a one of the best firefighter they have known also starring jacinda barrett a linda morrison terminator 2 s robert patrick a lenny richter morris chestnut a tommy drake billy burke a dennis gauquin balthazar getty a ray gauquin and tim guinee a tony corrigan the blaze of the film are ultimately all i could pay attention to and enjoy seeing the character tackle them the rest is a bit too chatty for my liking adequate,0,1,0.887426180922708
mile o keeffe once again assumes the role of the mighty ator in this the first sequel to the original film what can i say this pretty much represents b movie nirvana the plot is ludicrous the script is terrible the acting is hammy throughout the special effect well let s not even go there all in all this movie is a veritable delight highlight of the film include ator and thong his mute companion not his undergarment being attacked by invisible assailant in a cave certainly saved on the fx budget there ator battling what ha to be the most unconvincing giant snake ever committed to celluloid and of course the infamous hangliding scene there s one question i have though at the end of the movie we see a huge atomic explosion when ator supposedly destroys the geometric nucleus a the narrator tell u how in the hell did ator destroy it and manage get out alive did he fashion some form of primitive timer detonator or something oh well such an illogical ending really only add to the movie overall charm they just do not make them like this anymore,1,0,0.8865396876875471
while this is not an all time classic comedy it is a pretty good little movie to watch if you catch it on a rainy saturday morning with not a lot else going on right then harold lloyd play ezekiel cobb an american coming home after growing up in china where his dad wa a missionary he ha come home from china to find an american wife and plan to return to china to continue his father s work cobb unwittingly is recruited to run for mayor of his corrupt home town when the existing political machine that control the town realizes that he would make a perfect patsy to run against the current mayor who also is the head of the town s underworld they figure the bumbling stumbling cobb ha no chance to win and therefore the current mayor continues to run the town and run his scheme which make them all rich lloyd is not doing the physical comedy here like he did in his silent film he doe a convincing portrayal of cobb with a reserved understated dignity the acting wa good from all involved and the story and script were also quite good being made in 1934 the film doe have some rather racist language when talking about the chinese and it also ha a typical black character from that era but these stereotype are not nearly a mean a i have seen from other film from that time although not close to being lloyd s best film this movie doe entertain and lloyd is very good a cobb you will not be blown away by this film but it may be enough to peak your interest in lloyd and make you want to see more of his work,0,1,0.8856226014201031
i cannot believe i missed this one made in 1970 with a budget that would probably allow you to make one indifferent episode of a tv soap this is 90 minute of sustained sharp a a knife film making you will find the outline plot etc elsewhere on this site consider though that the whole thing wa shot using a single hand held 16mm camera all the dialogue is improvised none of the actor had appeared in front of a camera before it sound like a recipe for disaster instead what we get is hippy v cop running around in the california desert in what evolves into a that s not fair i am on that person s side scenario the only problem is the director keep making you shift your allegiance and at the end of 90 minute we are still not sure who ha one brilliant quite brilliant,1,0,0.8809033396017831
